"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
149972017,14997,2017,"OK0130100","OK0130100","","N","N",,"I","BOISE CITY","BOISE CITY","Boise City","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1074,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CIMARRON","Non-MSA","Y","Y","Y"
149992017,14999,2017,"OK0140000","OK0140000","","N","N",,"I","CLEVELAND","CLEVELAND","Cleveland","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",16030,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",55,93,148,7,48,55,0,0,01-JAN-08,01-MAY-16,01-JUL-16,,,,"N","CLEVELAND","Oklahoma City, OK","Y","Y","Y"
150012017,15001,2017,"OK0140200","OK0140200","","N","N",,"I","NORMAN","NORMAN","Norman","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",124074,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",6,"2","Cities from 100,000 thru 249,000","2","Cities from 100,000 thru 249,000","Y",1,"R","Y",156,16,172,12,47,59,0,0,01-JAN-08,01-JAN-16,01-FEB-17,,,,"N","CLEVELAND","Oklahoma City, OK","Y","Y","Y"
150022017,15002,2017,"OK0140300","OK0140300","","N","N",,"I","LEXINGTON","LEXINGTON","Lexington","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2169,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,4,8,2,1,3,0,0,01-JAN-08,01-SEP-11,01-NOV-11,,,,"N","CLEVELAND","Oklahoma City, OK","Y","Y","Y"
150032017,15003,2017,"OK0140400","OK0140400","","N","N",,"I","NOBLE","NOBLE","Noble","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",6799,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,3,13,1,2,3,0,0,01-JAN-08,01-SEP-11,01-NOV-11,,,,"N","CLEVELAND","Oklahoma City, OK","Y","Y","Y"
150072017,15007,2017,"OK0150000","OK0150000","","N","N",,"I","COAL","COAL","Coal","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",3418,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",8,1,9,0,3,3,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","COAL","Non-MSA","Y","Y","Y"
150082017,15008,2017,"OK0150100","OK0150100","","N","N",,"I","COALGATE","COALGATE","Coalgate","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1850,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,0,6,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","COAL","Non-MSA","Y","Y","Y"
150092017,15009,2017,"OK0160000","OK0160000","","N","N",,"I","COMANCHE","COMANCHE","Comanche","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",18761,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",28,3,31,1,8,9,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","COMANCHE","Lawton, OK","Y","Y","Y"
150112017,15011,2017,"OK0160600","OK0160600","","N","N",,"I","FLETCHER","FLETCHER","Fletcher","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1138,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-08,01-MAY-08,01-JAN-09,,,,"N","COMANCHE","Lawton, OK","Y","Y","Y"
150122017,15012,2017,"OK0161000","OK0161000","","N","N",,"I","MEDICINE PARK","MEDICINE PARK","Medicine Park","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",447,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-08,01-APR-08,01-JAN-09,,,,"N","COMANCHE","Lawton, OK","Y","Y","Y"
150142017,15014,2017,"OK0170000","OK0170000","","N","N",,"I","COTTON","COTTON","Cotton","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",3407,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",2,1,3,0,4,4,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","COTTON","Lawton, OK","Y","Y","Y"
150152017,15015,2017,"OK0170100","OK0170100","","N","N",,"I","WALTERS","WALTERS","Walters","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2464,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","COTTON","Lawton, OK","Y","Y","Y"
150172017,15017,2017,"OK0180000","OK0180000","","N","N",,"I","CRAIG","CRAIG","Craig","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",8686,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",10,9,19,0,6,6,0,0,01-JAN-08,01-MAR-13,01-JUL-13,,,,"N","CRAIG","Non-MSA","Y","Y","Y"
150182017,15018,2017,"OK0180100","OK0180100","","N","N",,"I","VINITA","VINITA","Vinita","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",5532,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,1,16,0,6,6,0,0,01-JAN-08,01-JAN-15,01-OCT-15,,,,"N","CRAIG","Non-MSA","Y","Y","Y"
150202017,15020,2017,"OK0190000","OK0190000","","N","N",,"I","CREEK","CREEK","Creek","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",34115,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",30,23,53,1,35,36,0,0,01-JAN-08,01-MAR-11,01-JUN-11,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150212017,15021,2017,"OK0190100","OK0190100","","N","N",,"I","BRISTOW","BRISTOW","Bristow","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",4251,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,2,10,3,2,5,0,0,01-JAN-08,01-MAY-12,01-JUL-12,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150222017,15022,2017,"OK0190200","OK0190200","","N","N",,"I","DRUMRIGHT","DRUMRIGHT","Drumright","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2870,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",4,0,4,1,0,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","PAYNE; CREEK","Tulsa, OK","Y","Y","Y"
150232017,15023,2017,"OK0190300","OK0190300","","N","N",,"I","SAPULPA","SAPULPA","Sapulpa","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",21062,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",39,1,40,2,11,13,0,0,01-JAN-08,01-JAN-12,01-MAR-12,,,,"N","TULSA; CREEK","Tulsa, OK","Y","Y","Y"
150242017,15024,2017,"OK0190600","OK0190600","","N","N",,"I","KELLYVILLE","KELLYVILLE","Kellyville","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1147,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-08,01-SEP-14,01-DEC-14,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150252017,15025,2017,"OK0190700","OK0190700","","N","N",,"I","KIEFER","KIEFER","Kiefer","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1968,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150262017,15026,2017,"OK0190800","OK0190800","","N","N",,"I","MANNFORD","MANNFORD","Mannford","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",3150,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,1,9,0,2,2,0,0,01-JAN-08,01-JUN-14,01-SEP-14,,,,"N","TULSA; PAWNEE; CREEK","Tulsa, OK","Y","Y","Y"
150272017,15027,2017,"OK0191000","OK0191000","","N","N",,"I","MOUNDS","MOUNDS","Mounds","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1200,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-08,01-JAN-14,01-JUL-14,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150282017,15028,2017,"OK0191100","OK0191100","","N","N",,"I","OILTON","OILTON","Oilton","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1015,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",0,0,0,2,0,2,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CREEK","Tulsa, OK","Y","Y","Y"
150292017,15029,2017,"OK0200000","OK0200000","","N","N",,"I","CUSTER","CUSTER","Custer","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",6582,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",12,7,19,1,17,18,0,0,01-JAN-08,01-FEB-12,01-APR-12,,,,"N","CUSTER","Non-MSA","Y","Y","Y"
150302017,15030,2017,"OK0200100","OK0200100","","N","N",,"I","CLINTON","CLINTON","Clinton","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",9455,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,3,17,0,5,5,0,0,01-JAN-08,01-APR-12,01-JUN-12,,,,"N","WASHITA; CUSTER","Non-MSA","Y","Y","Y"
150322017,15032,2017,"OK0200900","OK0200900","","N","N",,"I","SOUTHWESTERN OK STATE UN","SOUTHWESTERN OK STATE UN","Southwestern Oklahoma State University","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","University or College",0,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,2,1,3,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CUSTER","Non-MSA","Y","Y","Y"
150332017,15033,2017,"OK0210000","OK0210000","","N","N",,"I","DELAWARE","DELAWARE","Delaware","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",29776,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",20,10,30,0,16,16,0,0,01-JAN-08,01-MAR-13,01-APR-13,,,,"N","DELAWARE","Non-MSA","Y","Y","Y"
150342017,15034,2017,"OK0210400","OK0210400","","N","N",,"I","COLCORD","COLCORD","Colcord","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",814,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-08,01-MAR-10,01-FEB-11,,,,"N","DELAWARE","Non-MSA","Y","Y","Y"
150352017,15035,2017,"OK0210700","OK0210700","","N","N",,"I","GROVE","GROVE","Grove","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",6868,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",21,0,21,0,6,6,0,0,01-JAN-08,01-JUN-16,01-SEP-16,,,,"N","DELAWARE","Non-MSA","Y","Y","Y"
150362017,15036,2017,"OK0210800","OK0210800","","N","N",,"I","JAY","JAY","Jay","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2520,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,1,9,1,4,5,0,0,01-JAN-08,01-OCT-15,01-JAN-16,,,,"N","DELAWARE","Non-MSA","Y","Y","Y"
150382017,15038,2017,"OK0211600","OK0211600","","N","N",,"I","WEST SILOAM SPRINGS","WEST SILOAM SPRINGS","West Siloam Springs","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",839,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",9,0,9,0,1,1,0,0,01-JAN-08,01-JUL-08,01-OCT-15,,,,"N","DELAWARE","Non-MSA","Y","Y","Y"
150392017,15039,2017,"OK0220000","OK0220000","","N","N",,"I","DEWEY","DEWEY","Dewey","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",3241,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,2,9,0,5,5,0,0,01-JAN-08,01-JAN-12,01-MAR-12,,,,"N","DEWEY","Non-MSA","Y","Y","Y"
150402017,15040,2017,"OK0221100","OK0221100","","N","N",,"I","SEILING","SEILING","Seiling","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",850,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",0,0,0,0,0,0,0,0,01-JAN-08,01-JAN-11,01-JUL-11,,,,"N","DEWEY","Non-MSA","Y","Y","Y"
150412017,15041,2017,"OK0221400","OK0221400","","N","N",,"I","VICI","VICI","Vici","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",702,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,1,1,0,0,01-JAN-08,01-SEP-14,01-DEC-14,,,,"N","DEWEY","Non-MSA","Y","Y","Y"
150422017,15042,2017,"OK0230000","OK0230000","","N","N",,"I","ELLIS","ELLIS","Ellis","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",2715,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",8,4,12,0,5,5,0,0,01-JAN-08,01-JAN-12,01-MAR-12,,,,"N","ELLIS","Non-MSA","Y","Y","Y"
150432017,15043,2017,"OK0230700","OK0230700","","N","N",,"I","SHATTUCK","SHATTUCK","Shattuck","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1333,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-08,01-JAN-17,01-APR-17,,,,"N","ELLIS","Non-MSA","Y","Y","Y"
150442017,15044,2017,"OK0240000","OK0240000","","N","N",,"I","GARFIELD","GARFIELD","Garfield","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",7855,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",22,1,23,4,10,14,0,0,01-JAN-08,01-APR-12,01-JUN-12,,,,"N","GARFIELD","Enid, OK","Y","Y","Y"
150462017,15046,2017,"OK0241500","OK0241500","","N","N",,"I","LAHOMA","LAHOMA","Lahoma","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",645,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-08,01-JAN-11,01-JUL-11,,,,"N","GARFIELD","Enid, OK","Y","Y","Y"
150472017,15047,2017,"OK0241600","OK0241600","","N","N",,"I","NORTH ENID","NORTH ENID","North Enid","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",922,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-JAN-11,01-JUL-11,,,,"N","GARFIELD","Enid, OK","Y","Y","Y"
150482017,15048,2017,"OK0241700","OK0241700","","N","N",,"I","WAUKOMIS","WAUKOMIS","Waukomis","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1349,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","GARFIELD","Enid, OK","Y","Y","Y"
150492017,15049,2017,"OK0250000","OK0250000","","N","N",,"I","GARVIN","GARVIN","Garvin","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",12361,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",17,6,23,2,7,9,0,0,01-JAN-08,01-JUL-11,01-SEP-11,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150502017,15050,2017,"OK0250100","OK0250100","","N","N",,"I","LINDSAY","LINDSAY","Lindsay","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2827,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,1,8,1,5,6,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150512017,15051,2017,"OK0250200","OK0250200","","N","N",,"I","PAULS VALLEY","PAULS VALLEY","Pauls Valley","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",6225,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",13,0,13,2,5,7,0,0,01-JAN-08,01-JUN-11,01-AUG-11,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150522017,15052,2017,"OK0250300","OK0250300","","N","N",,"I","WYNNEWOOD","WYNNEWOOD","Wynnewood","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2227,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150532017,15053,2017,"OK0250500","OK0250500","","N","N",,"I","ELMORE CITY","ELMORE CITY","Elmore City","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",708,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-08,01-DEC-16,01-APR-17,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150542017,15054,2017,"OK0250900","OK0250900","","N","N",,"I","MAYSVILLE","MAYSVILLE","Maysville","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1233,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","MCCLAIN; GARVIN","Oklahoma City, OK","Y","Y","Y"
150552017,15055,2017,"OK0251000","OK0251000","","N","N",,"I","PAOLI","PAOLI","Paoli","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",616,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-08,01-JAN-17,01-SEP-18,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150562017,15056,2017,"OK0251300","OK0251300","","N","N",,"I","STRATFORD","STRATFORD","Stratford","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1539,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-FEB-08,01-JAN-09,,,,"N","GARVIN","Non-MSA","Y","Y","Y"
150572017,15057,2017,"OK0260000","OK0260000","","N","N",,"I","GRADY","GRADY","Grady","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",24012,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",19,3,22,3,8,11,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","GRADY","Oklahoma City, OK","Y","Y","Y"
150592017,15059,2017,"OK0260900","OK0260900","","N","N",,"I","MINCO","MINCO","Minco","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1649,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-MAR-08,01-JAN-09,,,,"N","GRADY","Oklahoma City, OK","Y","Y","Y"
150602017,15060,2017,"OK0261000","OK0261000","","N","N",,"I","NINNEKAH","NINNEKAH","Ninnekah","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1033,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,1,4,0,0,0,0,0,01-JAN-08,01-JAN-11,01-JUL-11,,,,"N","GRADY","Oklahoma City, OK","Y","Y","Y"
150612017,15061,2017,"OK0261300","OK0261300","","N","N",,"I","RUSH SPRINGS","RUSH SPRINGS","Rush Springs","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1271,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","GRADY","Oklahoma City, OK","Y","Y","Y"
150632017,15063,2017,"OK0270000","OK0270000","","N","N",,"I","GRANT","GRANT","Grant","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",2633,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,0,5,0,3,3,0,0,01-JAN-08,01-MAR-13,01-JUL-13,,,,"N","GRANT","Non-MSA","Y","Y","Y"
